Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-07-24 00:00:00-04:00,3367.0,3371.0,3367.0,3371.0,1175,0.0,0.0
2025-07-25 00:00:00-04:00,3344.0,3345.0,3326.5,3334.0,67,0.0,0.0
2025-07-28 00:00:00-04:00,3326.60009765625,3326.800048828125,3309.10009765625,3309.10009765625,533,0.0,0.0
2025-07-29 00:00:00-04:00,3323.39990234375,3323.39990234375,3323.39990234375,3323.39990234375,113144,0.0,0.0
2025-07-30 00:00:00-04:00,3325.800048828125,3331.800048828125,3263.89990234375,3295.800048828125,19252,0.0,0.0
2025-07-31 00:00:00-04:00,3272.89990234375,3312.0,3272.89990234375,3293.199951171875,3704,0.0,0.0
2025-08-01 00:00:00-04:00,3286.199951171875,3360.60009765625,3281.0,3347.699951171875,3420,0.0,0.0
2025-08-04 00:00:00-04:00,3367.60009765625,3386.5,3347.39990234375,3374.39990234375,351,0.0,0.0
2025-08-05 00:00:00-04:00,3378.5,3387.199951171875,3351.199951171875,3381.89990234375,915,0.0,0.0
2025-08-06 00:00:00-04:00,3380.699951171875,3383.300048828125,3361.300048828125,3380.0,1492,0.0,0.0
2025-08-07 00:00:00-04:00,3384.89990234375,3422.89990234375,3384.89990234375,3400.300048828125,5464,0.0,0.0
2025-08-08 00:00:00-04:00,3438.800048828125,3477.0,3402.5,3439.10009765625,7657,0.0,0.0
2025-08-11 00:00:00-04:00,3383.89990234375,3383.89990234375,3349.199951171875,3353.10009765625,1488,0.0,0.0
2025-08-12 00:00:00-04:00,3356.199951171875,3356.199951171875,3330.10009765625,3348.89990234375,1611,0.0,0.0
2025-08-13 00:00:00-04:00,3358.800048828125,3363.39990234375,3358.699951171875,3358.699951171875,1011,0.0,0.0
2025-08-14 00:00:00-04:00,3346.800048828125,3356.0,3328.89990234375,3335.199951171875,592,0.0,0.0
2025-08-15 00:00:00-04:00,3346.800048828125,3346.800048828125,3335.89990234375,3336.0,1185,0.0,0.0
2025-08-18 00:00:00-04:00,3333.5,3347.800048828125,3331.699951171875,3331.699951171875,646,0.0,0.0
2025-08-19 00:00:00-04:00,3330.199951171875,3343.5,3313.39990234375,3313.39990234375,1655,0.0,0.0
2025-08-20 00:00:00-04:00,3310.60009765625,3343.5,3310.10009765625,3343.39990234375,1213,0.0,0.0
2025-08-21 00:00:00-04:00,3349.39990234375,3349.39990234375,3326.5,3336.89990234375,142,0.0,0.0
2025-08-22 00:00:00-04:00,3349.39990234375,3377.699951171875,3349.39990234375,3374.39990234375,1240,0.0,0.0
2025-08-25 00:00:00-04:00,3366.0,3378.0,3366.0,3373.800048828125,1044,0.0,0.0
2025-08-26 00:00:00-04:00,3378.89990234375,3396.5,3371.10009765625,3388.60009765625,905,0.0,0.0
2025-08-27 00:00:00-04:00,3397.0,3404.60009765625,3382.0,3404.60009765625,3222,0.0,0.0
2025-08-28 00:00:00-04:00,3409.0,3434.60009765625,3400.0,3431.800048828125,1035,0.0,0.0
2025-08-29 00:00:00-04:00,3432.5,3475.60009765625,3426.60009765625,3473.699951171875,0,0.0,0.0
2025-09-02 00:00:00-04:00,3485.699951171875,3559.199951171875,3485.699951171875,3549.39990234375,658,0.0,0.0
2025-09-03 00:00:00-04:00,3554.800048828125,3593.699951171875,3553.199951171875,3593.199951171875,72,0.0,0.0
2025-09-04 00:00:00-04:00,3549.89990234375,3573.60009765625,3549.89990234375,3565.800048828125,237,0.0,0.0
2025-09-05 00:00:00-04:00,3567.800048828125,3613.199951171875,3567.800048828125,3613.199951171875,925,0.0,0.0
2025-09-08 00:00:00-04:00,3594.5,3641.0,3590.0,3638.10009765625,97,0.0,0.0
2025-09-09 00:00:00-04:00,3647.10009765625,3670.39990234375,3627.800048828125,3643.300048828125,535,0.0,0.0
2025-09-10 00:00:00-04:00,3625.0,3655.39990234375,3620.800048828125,3643.60009765625,136,0.0,0.0
2025-09-11 00:00:00-04:00,3632.89990234375,3636.89990234375,3618.39990234375,3636.89990234375,307,0.0,0.0
2025-09-12 00:00:00-04:00,3655.5,3656.800048828125,3643.0,3649.39990234375,1300,0.0,0.0
2025-09-15 00:00:00-04:00,3640.0,3686.39990234375,3635.10009765625,3682.199951171875,210,0.0,0.0
2025-09-16 00:00:00-04:00,3681.39990234375,3698.60009765625,3681.39990234375,3688.89990234375,373,0.0,0.0
2025-09-17 00:00:00-04:00,3669.0,3685.199951171875,3661.60009765625,3681.800048828125,183,0.0,0.0
2025-09-18 00:00:00-04:00,3654.60009765625,3667.39990234375,3637.0,3643.699951171875,80,0.0,0.0
2025-09-19 00:00:00-04:00,3659.0,3685.89990234375,3658.199951171875,3671.5,211,0.0,0.0
2025-09-22 00:00:00-04:00,3688.199951171875,3748.199951171875,3688.0,3740.699951171875,410,0.0,0.0
2025-09-23 00:00:00-04:00,3747.0,3786.0,3740.0,3780.60009765625,627,0.0,0.0
2025-09-24 00:00:00-04:00,3769.800048828125,3772.5,3732.10009765625,3732.10009765625,588,0.0,0.0
2025-09-25 00:00:00-04:00,3742.800048828125,3756.0,3724.699951171875,3736.89990234375,1899,0.0,0.0
2025-09-26 00:00:00-04:00,3775.300048828125,3775.300048828125,3775.300048828125,3775.300048828125,19308,0.0,0.0
2025-09-29 00:00:00-04:00,3754.800048828125,3827.60009765625,3754.800048828125,3820.89990234375,8860,0.0,0.0
2025-09-30 00:00:00-04:00,3827.5,3865.5,3793.39990234375,3840.800048828125,1611,0.0,0.0
2025-10-01 00:00:00-04:00,3863.5,3891.89990234375,3853.300048828125,3867.5,1778,0.0,0.0
2025-10-02 00:00:00-04:00,3856.199951171875,3888.60009765625,3823.699951171875,3839.699951171875,3418,0.0,0.0
2025-10-03 00:00:00-04:00,3855.199951171875,3886.800048828125,3853.699951171875,3880.800048828125,392,0.0,0.0
2025-10-06 00:00:00-04:00,3931.300048828125,3960.0,3926.800048828125,3948.5,1267,0.0,0.0
2025-10-07 00:00:00-04:00,3959.39990234375,3981.5,3940.0,3976.60009765625,2903,0.0,0.0
2025-10-08 00:00:00-04:00,3987.199951171875,4049.199951171875,3987.199951171875,4043.300048828125,2179,0.0,0.0
2025-10-09 00:00:00-04:00,4011.199951171875,4046.199951171875,3940.0,3946.300048828125,3130,0.0,0.0
2025-10-10 00:00:00-04:00,3957.0,4012.0,3945.5,3975.89990234375,1697,0.0,0.0
2025-10-13 00:00:00-04:00,4016.0,4111.0,4016.0,4108.60009765625,1697,0.0,0.0
2025-10-14 00:00:00-04:00,4131.7001953125,4160.10009765625,4085.800048828125,4138.7001953125,2424,0.0,0.0
2025-10-15 00:00:00-04:00,4145.0,4210.60009765625,4145.0,4176.89990234375,3287,0.0,0.0
2025-10-16 00:00:00-04:00,4198.7998046875,4307.0,4196.60009765625,4280.2001953125,4705,0.0,0.0
2025-10-17 00:00:00-04:00,4354.7001953125,4358.0,4182.2001953125,4189.89990234375,4060,0.0,0.0
2025-10-20 00:00:00-04:00,4244.10009765625,4356.60009765625,4214.60009765625,4336.39990234375,1750,0.0,0.0
2025-10-21 00:00:00-04:00,4332.7001953125,4332.7001953125,4087.699951171875,4087.699951171875,2943,0.0,0.0
2025-10-22 00:00:00-04:00,4109.7001953125,4148.5,4006.0,4044.39990234375,1237,0.0,0.0
2025-10-23 00:00:00-04:00,4078.39990234375,4136.7998046875,4070.699951171875,4125.5,354,0.0,0.0
2025-10-24 00:00:00-04:00,4117.5,4120.60009765625,4074.89990234375,4118.39990234375,123,0.0,0.0
2025-10-27 00:00:00-04:00,4060.0,4078.60009765625,3971.300048828125,4001.89990234375,220,0.0,0.0
2025-10-28 00:00:00-04:00,3929.699951171875,3966.199951171875,3923.60009765625,3966.199951171875,219,0.0,0.0
2025-10-29 00:00:00-04:00,3983.699951171875,3983.699951171875,3983.699951171875,3983.699951171875,1344,0.0,0.0
2025-10-30 00:00:00-04:00,3960.0,4027.199951171875,3913.699951171875,4001.300048828125,935,0.0,0.0
2025-10-31 00:00:00-04:00,4034.5,4034.5,3976.60009765625,3982.199951171875,559,0.0,0.0
2025-11-03 00:00:00-05:00,3976.199951171875,4020.0,3959.0,4000.300048828125,0,0.0,0.0
2025-11-04 00:00:00-05:00,3994.199951171875,3995.39990234375,3927.39990234375,3947.699951171875,657,0.0,0.0
2025-11-05 00:00:00-05:00,3929.89990234375,3983.5,3929.89990234375,3980.300048828125,559,0.0,0.0
2025-11-06 00:00:00-05:00,4004.0,4007.5,3979.89990234375,3979.89990234375,650,0.0,0.0
2025-11-07 00:00:00-05:00,3980.800048828125,3999.39990234375,3980.800048828125,3999.39990234375,245,0.0,0.0
2025-11-10 00:00:00-05:00,4060.0,4111.7998046875,4060.0,4111.7998046875,189,0.0,0.0
2025-11-11 00:00:00-05:00,4140.10009765625,4140.10009765625,4106.7998046875,4106.7998046875,569,0.0,0.0
2025-11-12 00:00:00-05:00,4115.60009765625,4204.39990234375,4102.89990234375,4204.39990234375,396,0.0,0.0
2025-11-13 00:00:00-05:00,4228.7001953125,4228.7001953125,4163.7001953125,4186.89990234375,167,0.0,0.0
2025-11-14 00:00:00-05:00,4197.7001953125,4197.89990234375,4047.0,4087.60009765625,483,0.0,0.0
2025-11-17 00:00:00-05:00,4070.0,4099.5,4019.39990234375,4068.300048828125,1552,0.0,0.0
2025-11-18 00:00:00-05:00,4037.39990234375,4063.39990234375,4035.60009765625,4061.300048828125,1375,0.0,0.0
2025-11-19 00:00:00-05:00,4086.10009765625,4122.7001953125,4072.0,4077.699951171875,486,0.0,0.0
2025-11-20 00:00:00-05:00,4045.0,4090.39990234375,4040.199951171875,4056.5,202,0.0,0.0
2025-11-21 00:00:00-05:00,4031.800048828125,4085.199951171875,4031.800048828125,4076.699951171875,171,0.0,0.0
2025-11-24 00:00:00-05:00,4060.5,4091.89990234375,4060.5,4091.89990234375,591,0.0,0.0
2025-11-25 00:00:00-05:00,4139.2001953125,4139.2001953125,4139.2001953125,4139.2001953125,132704,0.0,0.0
2025-11-26 00:00:00-05:00,4128.60009765625,4171.0,4127.5,4165.2001953125,25088,0.0,0.0
2025-11-28 00:00:00-05:00,4163.39990234375,4223.89990234375,4140.0,4218.2998046875,3615,0.0,0.0
2025-12-01 00:00:00-05:00,4218.5,4262.10009765625,4214.89990234375,4239.2998046875,913,0.0,0.0
2025-12-02 00:00:00-05:00,4230.5,4230.5,4167.0,4186.60009765625,366,0.0,0.0
2025-12-03 00:00:00-05:00,4215.7001953125,4234.10009765625,4195.7001953125,4199.2998046875,1897,0.0,0.0
2025-12-04 00:00:00-05:00,4211.0,4211.7998046875,4175.0,4211.7998046875,616,0.0,0.0
2025-12-05 00:00:00-05:00,4204.10009765625,4255.7001953125,4194.5,4212.89990234375,533,0.0,0.0
2025-12-08 00:00:00-05:00,4205.5,4215.7998046875,4175.5,4187.2001953125,318,0.0,0.0
2025-12-09 00:00:00-05:00,4190.7001953125,4219.7001953125,4177.7001953125,4206.7001953125,660,0.0,0.0
2025-12-10 00:00:00-05:00,4209.0,4234.5,4183.60009765625,4196.39990234375,692,0.0,0.0
2025-12-11 00:00:00-05:00,4224.0,4286.89990234375,4214.2998046875,4285.5,528,0.0,0.0
2025-12-12 00:00:00-05:00,4276.39990234375,4355.0,4260.0,4300.10009765625,1531,0.0,0.0
2025-12-15 00:00:00-05:00,4308.2998046875,4349.2001953125,4292.89990234375,4306.7001953125,854,0.0,0.0
2025-12-16 00:00:00-05:00,4270.5,4321.39990234375,4270.5,4304.5,1796,0.0,0.0
2025-12-17 00:00:00-05:00,4308.5,4351.39990234375,4308.5,4347.5,2169,0.0,0.0
2025-12-18 00:00:00-05:00,4331.0,4348.10009765625,4328.2001953125,4339.5,705,0.0,0.0
2025-12-19 00:00:00-05:00,4350.10009765625,4361.39990234375,4350.10009765625,4361.39990234375,1065,0.0,0.0
2025-12-22 00:00:00-05:00,4371.10009765625,4447.60009765625,4371.10009765625,4444.60009765625,449,0.0,0.0
2025-12-23 00:00:00-05:00,4503.2998046875,4503.7998046875,4450.39990234375,4482.7998046875,694,0.0,0.0
2025-12-24 00:00:00-05:00,4500.7001953125,4503.39990234375,4468.39990234375,4480.60009765625,500,0.0,0.0
2025-12-26 00:00:00-05:00,4512.0,4556.2998046875,4502.0,4529.10009765625,263,0.0,0.0
2025-12-29 00:00:00-05:00,4371.5,4379.0,4325.10009765625,4325.10009765625,2044,0.0,0.0
2025-12-30 00:00:00-05:00,4346.39990234375,4403.60009765625,4338.0,4370.10009765625,1837,0.0,0.0
2025-12-31 00:00:00-05:00,4333.5,4363.7998046875,4285.0,4325.60009765625,785,0.0,0.0
2026-01-02 00:00:00-05:00,4350.60009765625,4350.60009765625,4314.39990234375,4314.39990234375,589,0.0,0.0
2026-01-05 00:00:00-05:00,4386.7001953125,4443.5,4384.7998046875,4436.89990234375,618,0.0,0.0
2026-01-06 00:00:00-05:00,4449.7001953125,4482.2001953125,4449.0,4482.2001953125,459,0.0,0.0
2026-01-07 00:00:00-05:00,4450.0,4450.0,4449.2998046875,4449.2998046875,972,0.0,0.0
2026-01-08 00:00:00-05:00,4460.2001953125,4461.2998046875,4418.0,4449.7001953125,2423,0.0,0.0
2026-01-09 00:00:00-05:00,4473.0,4490.2998046875,4473.0,4490.2998046875,237,0.0,0.0
2026-01-12 00:00:00-05:00,4579.10009765625,4620.0,4577.7998046875,4604.2998046875,156,0.0,0.0
2026-01-13 00:00:00-05:00,4578.60009765625,4617.10009765625,4578.60009765625,4589.2001953125,239,0.0,0.0
2026-01-14 00:00:00-05:00,4610.2998046875,4635.0,4608.2001953125,4626.2998046875,1313,0.0,0.0
2026-01-15 00:00:00-05:00,4612.89990234375,4616.2998046875,4612.89990234375,4616.2998046875,4358,0.0,0.0
2026-01-16 00:00:00-05:00,4608.0,4608.0,4588.39990234375,4588.39990234375,352,0.0,0.0
2026-01-20 00:00:00-05:00,4662.2001953125,4764.0,4661.7998046875,4759.60009765625,175,0.0,0.0
2026-01-21 00:00:00-05:00,4863.5,4872.2998046875,4771.5,4831.7998046875,1706,0.0,0.0
2026-01-22 00:00:00-05:00,4791.89990234375,4908.7998046875,4791.89990234375,4908.7998046875,1175,0.0,0.0
2026-01-23 00:00:00-05:00,4949.60009765625,4976.2001953125,4936.0,4976.2001953125,169,0.0,0.0
2026-01-26 00:00:00-05:00,5081.5,5095.60009765625,5052.2001953125,5079.7001953125,180,0.0,0.0
2026-01-27 00:00:00-05:00,5079.89990234375,5079.89990234375,5079.89990234375,5079.89990234375,34,0.0,0.0
2026-01-28 00:00:00-05:00,5301.60009765625,5301.60009765625,5301.60009765625,5301.60009765625,112054,0.0,0.0
2026-01-29 00:00:00-05:00,5415.7001953125,5586.2001953125,5097.5,5318.39990234375,23709,0.0,0.0
2026-01-30 00:00:00-05:00,5376.39990234375,5440.5,4700.0,4713.89990234375,8374,0.0,0.0
2026-02-02 00:00:00-05:00,4807.7001953125,4855.7998046875,4400.0,4622.5,3588,0.0,0.0
2026-02-03 00:00:00-05:00,4680.0,4984.60009765625,4674.2998046875,4903.7001953125,1213,0.0,0.0
2026-02-04 00:00:00-05:00,4923.2998046875,5082.2001953125,4897.89990234375,4920.39990234375,3886,0.0,0.0
2026-02-05 00:00:00-05:00,5008.7001953125,5012.2998046875,4786.0,4861.39990234375,793,0.0,0.0
2026-02-06 00:00:00-05:00,4762.0,4958.5,4655.0,4951.2001953125,1386,0.0,0.0
2026-02-09 00:00:00-05:00,5017.39990234375,5065.7001953125,4979.10009765625,5050.89990234375,170,0.0,0.0
2026-02-10 00:00:00-05:00,5013.5,5029.0,5002.7001953125,5003.7998046875,281,0.0,0.0
2026-02-11 00:00:00-05:00,5049.89990234375,5111.2998046875,5041.2998046875,5071.60009765625,2681,0.0,0.0
2026-02-12 00:00:00-05:00,5060.39990234375,5078.10009765625,4892.0,4923.7001953125,484,0.0,0.0
2026-02-13 00:00:00-05:00,4953.0,5043.89990234375,4946.2001953125,5022.0,232,0.0,0.0
2026-02-17 00:00:00-05:00,5020.0,5020.0,4847.7998046875,4882.89990234375,540,0.0,0.0
2026-02-18 00:00:00-05:00,4872.2001953125,4987.0,4869.5,4986.5,544,0.0,0.0
2026-02-19 00:00:00-05:00,5014.7001953125,5014.7001953125,4975.89990234375,4975.89990234375,37,0.0,0.0
2026-02-20 00:00:00-05:00,5039.5,5072.7001953125,5039.5,5059.2998046875,134,0.0,0.0
2026-02-23 00:00:00-05:00,5120.2998046875,5211.60009765625,5120.2998046875,5204.7001953125,779,0.0,0.0
2026-02-24 00:00:00-05:00,5158.7998046875,5159.0,5112.7001953125,5155.7998046875,88,0.0,0.0
2026-02-25 00:00:00-05:00,5166.0,5206.39990234375,5166.0,5206.39990234375,1772,0.0,0.0
2026-02-26 00:00:00-05:00,5177.2001953125,5199.2001953125,5143.89990234375,5176.5,1520,0.0,0.0
2026-02-27 00:00:00-05:00,5186.7001953125,5280.0,5176.7001953125,5230.5,354,0.0,0.0
2026-03-02 00:00:00-05:00,5346.60009765625,5405.0,5266.2998046875,5294.39990234375,72,0.0,0.0
2026-03-03 00:00:00-05:00,5298.7001953125,5303.7998046875,5023.0,5107.39990234375,1776,0.0,0.0
2026-03-04 00:00:00-05:00,5130.7001953125,5180.2001953125,5117.2001953125,5120.2001953125,679,0.0,0.0
2026-03-05 00:00:00-05:00,5169.5,5169.5,5054.7001953125,5065.2998046875,1701,0.0,0.0
2026-03-06 00:00:00-05:00,5121.0,5146.10009765625,5076.10009765625,5146.10009765625,148,0.0,0.0
2026-03-09 00:00:00-04:00,5155.0,5160.60009765625,5077.7001953125,5091.5,639,0.0,0.0
2026-03-10 00:00:00-04:00,5138.2001953125,5229.7001953125,5137.60009765625,5229.7001953125,4300,0.0,0.0
2026-03-11 00:00:00-04:00,5190.7998046875,5191.2998046875,5167.39990234375,5167.39990234375,633,0.0,0.0
2026-03-12 00:00:00-04:00,5137.2001953125,5137.2001953125,5115.7998046875,5115.7998046875,410,0.0,0.0
2026-03-13 00:00:00-04:00,5089.60009765625,5117.0,5009.5,5052.5,479,0.0,0.0
2026-03-16 00:00:00-04:00,5001.60009765625,5010.60009765625,4994.0,4994.0,130,0.0,0.0
